scope,cancer,endpoint,repeat,fold,seed,n_total,n_train,n_validation,n_test,class_1_train,class_1_validation,class_1_test,patient_overlap_train_test,feature_candidates,features_selected,feature_selection,selected_features_path,train_path,train_metadata_path,validation_path,validation_metadata_path,test_path,test_metadata_path
per_cancer,HNSCC,os_3yr,1,4,42,385,246,62,77,131,36,43,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_01_fold_04/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_01_fold_04/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_01_fold_04/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_01_fold_04/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_01_fold_04/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_01_fold_04/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_01_fold_04/test_metadata.csv
per_cancer,HNSCC,os_3yr,2,0,42,385,246,62,77,140,32,38,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_00/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_00/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_00/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_00/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_00/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_00/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_00/test_metadata.csv
per_cancer,HNSCC,os_3yr,2,1,42,385,246,62,77,127,33,50,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_01/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_01/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_01/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_01/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_01/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_01/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_01/test_metadata.csv
per_cancer,HNSCC,os_3yr,2,2,42,385,246,62,77,133,37,40,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_02/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_02/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_02/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_02/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_02/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_02/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_02/test_metadata.csv
per_cancer,HNSCC,os_3yr,2,3,42,385,246,62,77,134,38,38,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_03/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_03/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_03/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_03/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_03/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_03/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_03/test_metadata.csv
per_cancer,HNSCC,os_3yr,2,4,42,385,246,62,77,133,33,44,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_04/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_04/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_04/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_04/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_04/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_04/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_02_fold_04/test_metadata.csv
per_cancer,HNSCC,os_3yr,3,0,42,385,246,62,77,137,25,48,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_00/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_00/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_00/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_00/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_00/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_00/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_00/test_metadata.csv
per_cancer,HNSCC,os_3yr,3,1,42,385,246,62,77,140,33,37,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_01/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_01/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_01/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_01/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_01/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_01/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_01/test_metadata.csv
per_cancer,HNSCC,os_3yr,3,2,42,385,246,62,77,136,35,39,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_02/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_02/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_02/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_02/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_02/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_02/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_02/test_metadata.csv
per_cancer,HNSCC,os_3yr,3,3,42,385,246,62,77,132,32,46,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_03/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_03/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_03/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_03/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_03/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_03/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_03/test_metadata.csv
per_cancer,HNSCC,os_3yr,3,4,42,385,247,61,77,141,29,40,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_04/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_04/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_04/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_04/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_04/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_04/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_03_fold_04/test_metadata.csv
per_cancer,HNSCC,os_3yr,4,0,42,385,246,62,77,131,31,48,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_00/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_00/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_00/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_00/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_00/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_00/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_00/test_metadata.csv
per_cancer,HNSCC,os_3yr,4,1,42,385,246,62,77,134,36,40,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_01/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_01/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_01/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_01/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_01/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_01/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_01/test_metadata.csv
per_cancer,HNSCC,os_3yr,4,2,42,385,246,62,77,140,28,42,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_02/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_02/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_02/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_02/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_02/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_02/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_02/test_metadata.csv
per_cancer,HNSCC,os_3yr,4,3,42,385,246,62,77,141,31,38,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_03/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_03/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_03/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_03/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_03/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_03/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_03/test_metadata.csv
per_cancer,HNSCC,os_3yr,4,4,42,385,247,61,77,138,30,42,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_04/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_04/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_04/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_04/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_04/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_04/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/HNSCC/repeat_04_fold_04/test_metadata.csv
per_cancer,LSCC,os_3yr,0,0,42,355,227,57,71,106,32,32,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_00/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_00/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_00/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_00/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_00/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_00/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_00/test_metadata.csv
per_cancer,LSCC,os_3yr,0,1,42,355,227,57,71,110,26,34,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_01/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_01/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_01/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_01/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_01/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_01/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_01/test_metadata.csv
per_cancer,LSCC,os_3yr,0,2,42,355,227,57,71,108,29,33,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_02/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_02/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_02/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_02/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_02/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_02/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_02/test_metadata.csv
per_cancer,LSCC,os_3yr,0,3,42,355,227,57,71,108,26,36,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_03/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_03/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_03/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_03/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_03/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_03/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_03/test_metadata.csv
per_cancer,LSCC,os_3yr,0,4,42,355,227,57,71,106,29,35,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_04/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_04/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_04/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_04/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_04/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_04/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_00_fold_04/test_metadata.csv
per_cancer,LSCC,os_3yr,1,0,42,355,227,57,71,106,29,35,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_00/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_00/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_00/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_00/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_00/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_00/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_00/test_metadata.csv
per_cancer,LSCC,os_3yr,1,1,42,355,227,57,71,105,31,34,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_01/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_01/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_01/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_01/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_01/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_01/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_01/test_metadata.csv
per_cancer,LSCC,os_3yr,1,2,42,355,227,57,71,107,27,36,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_02/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_02/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_02/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_02/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_02/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_02/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_02/test_metadata.csv
per_cancer,LSCC,os_3yr,1,3,42,355,227,57,71,112,25,33,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_03/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_03/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_03/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_03/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_03/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_03/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_3yr/LSCC/repeat_01_fold_03/test_metadata.csv
