task,model,task_type,status,fit_time_s,predict_time_s,tcga_accuracy,tcga_f1,tcga_roc_auc,tcga_log_loss,cptac_accuracy,cptac_f1,cptac_roc_auc,cptac_log_loss
lscc_tp53_top500,catboost,binary,success,13.742779256001086,0.14997721100007766,0.8669527896995708,0.9285714285714286,0.6062074126590256,0.3867608105540852,0.9361702127659575,0.967032967032967,0.5454545454545454,0.24314139522334874
lscc_tp53_top500,autogluon,binary,success,53.41498046099514,0.2506774000066798,0.869098712446352,0.9296424452133795,0.6211745244003308,0.4359545576660304,0.9361702127659575,0.967032967032967,0.5094696969696969,0.23789267869296477
lscc_tp53_top500,tabpfn_v3,binary,success,3.016807453994261,17.99037701099951,0.8648068669527897,0.9275028768699655,0.6724959628185435,0.3708470038396239,0.9361702127659575,0.967032967032967,0.365530303030303,0.24546646291897845
luad_tp53_biological,logistic_regression,binary,success,0.525832414998149,0.034478605000913376,0.766798418972332,0.7739463601532567,0.8297892315636295,0.7355254645257467,0.46464646464646464,0.5619834710743802,0.4795321637426901,0.859115545927472
luad_tp53_biological,random_forest,binary,success,1.2867981900017185,0.09706646400445607,0.7845849802371542,0.7985212569316081,0.8476349183995995,0.5075458546346496,0.5454545454545454,0.6511627906976745,0.5651629072681704,0.694502939307207
luad_tp53_biological,xgboost,binary,success,1.1976679350009363,0.09209113699762383,0.8142292490118577,0.8233082706766918,0.8569528548404763,0.5714783397721956,0.5858585858585859,0.672,0.5472013366750209,0.8250317013588432
luad_tp53_biological,lightgbm,binary,success,0.24803861300097196,0.02382013000533334,0.8122529644268774,0.822429906542056,0.8673895695441955,0.5552360740185128,0.5757575757575758,0.625,0.550125313283208,0.7916211358549703
luad_tp53_biological,catboost,binary,success,4.992720176000148,0.06153621299745282,0.8122529644268774,0.8230912476722533,0.8712700871551738,0.4496124799651194,0.5757575757575758,0.625,0.5488721804511278,0.7262887615987801
luad_tp53_biological,autogluon,binary,success,48.64006942599735,0.20968624699889915,0.8142292490118577,0.8246268656716418,0.8631335179708649,0.53302247767685,0.5252525252525253,0.591304347826087,0.5430242272347536,0.7334977839316821
luad_tp53_biological,tabpfn_v3,binary,success,2.3278172079953947,16.75598446499862,0.8359683794466403,0.8425047438330171,0.8831150542177159,0.42937625129816215,0.5252525252525253,0.5765765765765766,0.5547201336675021,0.7225426932826365
luad_tp53_protein_biological,logistic_regression,binary,success,0.5245775580006011,0.026692851999541745,0.7727272727272727,0.780952380952381,0.8461562534228356,0.6436078834114168,0.5151515151515151,0.6,0.47117794486215536,0.7405873527314892
luad_tp53_protein_biological,random_forest,binary,success,1.2088467930043407,0.09139739299644134,0.7924901185770751,0.8066298342541437,0.8453425965044047,0.5053354026072011,0.5858585858585859,0.7354838709677419,0.5528404344193818,0.6766673202739074
